pkg_amount,create_date,status,price,edi,etc_class,firm,account_id,name_as,by_id,name,code,narcotic_class,purchase_standard,base_amount,modify_date,standard_unit
100,2016-11-22 10:51:56.125677+00:00,사용중,419,643300390,일반,종근당,1,딜라트렌정 25mg,1,딜라트렌정25mg(카르베딜롤),DLTR2,0,25mg/100T,0,2016-12-04 05:58:16.494331+00:00,TAB
300,2016-11-22 10:51:55.986958+00:00,사용중,270,643500420,일반,한미약품,1,라니빅정 150mg,1,라니빅정150mg,TRANI,0,150mg/300T,0,2016-12-04 05:58:16.347538+00:00,TAB
100,2016-11-22 10:51:55.836955+00:00,사용중,306,642202540,일반,부광약품,1,라모티진정 25mg,1,라모티진정25mg(라모트리진),TLAM,0,100T,0,2016-12-04 05:58:16.023981+00:00,TAB
20,2016-11-22 10:51:56.106548+00:00,사용중,320,650100175,일반,태준제약,1,라미나지액 (포),1,라미나지액(알긴산나트륨)(혼합과일향) 20mL(포),SLMNX,0,20P,0,2016-12-04 05:58:16.465704+00:00,PACK
1,2016-11-22 10:51:55.993955+00:00,사용중,3585,653600261,일반,한국노바티스/동화약품,1,라미실크림1% 15g,1,라미실크림1%(테르비나핀염산염) 15g,3LSOTX,0,15g,0,2016-12-04 05:58:16.354683+00:00,TUBE
5,2016-11-22 10:51:56.444778+00:00,사용중,1486,649800341,일반,명문제약,1,라베신주 100mg/20ml,1,라베신주사(라베탈롤염산염),7LBS100X,0,5A,0,2016-12-04 05:58:16.929349+00:00,AMP
50,2016-11-22 10:51:56.398754+00:00,사용중,624,649800351,일반,명문제약,1,라베신주 20mg/4ml,1,라베신주사20mg(라베탈롤염산염),7LBSX,0,50A,0,2016-12-04 05:58:16.843636+00:00,AMP
28,2016-11-22 10:51:56.135640+00:00,사용중,534,647803880,일반,삼진제약,1,라베올정 10mg,1,라베올정10mg(라베프라졸나트륨),RABE10,0,28T,0,2016-12-04 05:58:16.509932+00:00,TAB
28,2016-11-22 10:51:56.136807+00:00,사용중,1069,647803890,일반,삼진제약,1,라베올정 20mg,1,라베올정20mg(라베프라졸나트륨),RABE20,0,28T,0,2016-12-04 05:58:16.511444+00:00,TAB
1,2016-11-22 10:51:56.626315+00:00,사용중,12859,642505141,일반,동아에스티,1,라스텟트주,1,라스텟트주(에토포시드),7LSTX,0,V,0,2016-12-04 05:58:17.140995+00:00,VIAL
500,2016-11-22 10:51:56.374801+00:00,사용중,49,652100200,일반,한독,1,라식스정,1,라식스정(푸로세미드),TLSX,0,500T,0,2016-12-04 05:58:16.804235+00:00,TAB
50,2016-11-22 10:51:56.399912+00:00,사용중,349,652100211,일반,한독,1,라식스주,1,라식스주사(푸로세미드),7LSX20X,0,50A,0,2016-12-04 05:58:16.845098+00:00,AMP
1,2016-11-22 10:51:55.965603+00:00,사용중,9912,653005002,일반,글락소스미스클라인,1,락티케어에취씨로션1% 118mL,1,락티케어에취씨로션1%(히드로코르티손) 118mL,3LTHCX,0,118ml,0,2016-12-04 05:58:16.318495+00:00,BTL
100,2016-11-22 10:51:55.838227+00:00,사용중,620,696300120,일반,한국다케다제약/제일약품,1,란스톤엘에프디티정 15mg,1,란스톤엘에프디티정15mg(란소프라졸),TRST15,0,100T,0,2016-12-04 05:58:16.025497+00:00,TAB
100,2016-11-22 10:51:55.839508+00:00,사용중,1084,696300130,일반,한국다케다제약/제일약품,1,란스톤엘에프디티정 30mg,1,란스톤엘에프디티정30mg(란소프라졸),TRST30,0,100T,0,2016-12-04 05:58:16.026959+00:00,TAB
5,2016-11-22 10:51:56.182235+00:00,사용중,15306,652000581,일반,사노피-아벤티스코리아,1,란투스주솔로스타,1,란투스주솔로스타(인슐린글라진유전자재조합),7LANX,0,3 ml/5PEN,0,2016-12-04 05:58:16.579596+00:00,PEN
90,2016-11-22 10:51:56.545417+00:00,사용중,244,651600111,일반,한화제약,1,람노스과립 1g,1,람노스과립 1g(포),RAMX,0,90포,0,2016-12-04 05:58:17.038634+00:00,포
100,2016-11-22 10:51:55.840768+00:00,사용중,1288,652104740,일반,한독,1,래리스정 500mg,1,래리스정500mg(클래리트로마이신),TRARI500,0,100T,0,2016-12-04 05:58:16.028456+00:00,TAB
100,2016-11-22 10:51:56.126827+00:00,사용중,4233,666300220,일반,한국쿄와하코기린 주식회사,1,레그파라정 25mg,1,레그파라정25mg(시나칼세트염산염),TRGP,0,25mg/100T,0,2016-12-04 05:58:16.495758+00:00,TAB
60,2016-11-22 10:51:56.498710+00:00,사용중,58,642900210,일반,일동제약,1,레날민정,1,레날민정,RENAL,0,60T,0,2016-12-04 05:58:17.001918+00:00,TAB
25,2016-12-01 05:59:28.216659+00:00,사용중,13800,650100241,조영제,태준제약,1,레디센스 300/30 ml,2,레디센스주 300/30 ml,,0,25병/1BOX,0,2016-12-04 05:58:16.489994+00:00,BTL
10,2016-12-01 05:59:37.568194+00:00,사용중,46000,650100244,조영제,태준제약,1,레디센스주 300/100ml,2,레디센스주 300/100ml,,0,10병/1BOX,0,2016-12-04 05:58:16.107021+00:00,BTL
10,2016-12-01 05:59:50.057909+00:00,사용중,51100,650100263,조영제,태준제약,1,레디센스주 370/100ml,2,레디센스주 370/100ml,,0,10병/1BOX,0,2016-12-04 05:58:16.108458+00:00,BTL
30,2016-11-22 10:51:56.203865+00:00,사용중,15,664100451,조영제,동인당제약,1,레딕스액 140g 300mL,1,레딕스액140g(황산바륨) (300mL),RAYDIXX,0,300ml,0,2016-12-04 05:58:16.602837+00:00,BTL
1,2016-11-22 10:51:56.627558+00:00,사용중,10,664100461,조영제,동인당제약,1,레딕스액 70g 300mL,1,레딕스액70g(황산바륨) (500mL),RAYDIX7X,0,개,0,2016-12-04 05:58:17.050424+00:00,BTL
30,2016-11-22 10:51:56.242703+00:00,사용중,764,655500970,일반,한국엠에스디(유),1,레메론정 15mg,1,레메론정15mg(미르타자핀),TREM,0,30T,0,2016-12-04 05:58:16.649951+00:00,TAB
30,2016-11-22 10:51:56.628722+00:00,사용중,1043,655500910,일반,한국엠에스디(유),1,레메론정 30mg,1,레메론정30mg(미르타자핀),TREM30,0,30T,0,2016-12-04 05:58:16.651354+00:00,TAB
5,2016-11-22 10:51:56.630021+00:00,사용중,6325,657805381,일반,하나제약,2,레미바주 1mg,1,레미바주1mg(레미펜타닐염산염),7RMV1,1,Vial,0,2016-12-04 07:40:53.471486+00:00,PEN
5,2016-11-22 10:51:56.301012+00:00,사용중,14111,654400201,인슐린주사,노보노디스크제약,1,레버미어플렉스펜주 100단위/mL,1,레버미어플렉스펜주100단위/mL,7LEX,0,3ml/5펜,0,2016-12-04 05:58:16.719134+00:00,PEN
50,2016-11-22 10:51:56.631244+00:00,사용중,200,642000191,일반,현대약품,1,레보투스시럽 10mL (포),1,레보투스시럽(레보드로프로피진) 10mL,SLEVOX,0,50P,0,2016-12-04 05:58:16.915050+00:00,PACK
1,2016-11-22 10:51:56.363717+00:00,사용중,20,642000192,일반,현대약품,1,레보투스시럽 500mL (통),1,레보투스시럽(레보드로프로피진) (500mL),SLEVO1X,0,500ml,0,2016-12-04 05:58:16.790894+00:00,BTL
10,2016-11-22 10:51:55.824714+00:00,사용중,14113,642900291,일반,일동제약,1,레보펙신주 500mg/100mL,1,레보펙신주500mg/100mL,7LVF500X,0,100ml/병,0,2016-12-04 05:58:16.006450+00:00,BTL
10,2016-11-22 10:51:55.990660+00:00,사용중,16902,642903121,일반,일동제약,1,레보펙신주 750mg/150mL,1,레보펙신주750mg/150mL,7LVF750X,0,150ml/병,0,2016-12-04 05:58:16.351858+00:00,BTL
100,2016-11-22 10:51:56.632454+00:00,사용중,567,643500540,일반,한미약품,1,레복사신정 100mg,1,레복사신정100mg(레보플록사신),TLEVOX,0,100T,0,2016-12-04 05:58:16.029936+00:00,TAB
100,2016-11-22 10:51:55.842122+00:00,사용중,937,643504840,일반,한미약품,1,레복사신정 250mg,1,레복사신정250mg(레보플록사신),TLOVO250,0,100T,0,2016-12-04 05:58:16.031346+00:00,TAB
100,2016-11-22 10:51:55.843576+00:00,사용중,1606,643504270,일반,한미약품,1,레복사신정 500mg,1,레복사신정500mg(레보플록사신),TLEVOX5,0,100T,0,2016-12-04 05:58:16.032824+00:00,TAB
100,2016-11-22 10:51:55.874775+00:00,사용중,621,668000020,일반,한국룬드벡/제일약품,1,렉사프로정 10mg,1,렉사프로정10mg(에스시탈로프람옥살산염),TLEXA10,0,100정,0,2016-12-04 05:58:15.966925+00:00,TAB
10,2016-11-22 10:51:56.633554+00:00,사용중,18591,652100241,일반,한독,1,렐레팍트주 LH-RH1mL,1,렐레팍트LH-RH1mL(고나도레린),7LHX,0,10A,0,2016-12-04 05:58:16.128438+00:00,AMP
50,2016-11-22 10:51:56.320846+00:00,사용중,311,664100510,일반,동인당제약,1,로바스과립 4g,1,로바스과립 4g,ROBAS,0,4g/50P,0,2016-12-04 05:58:16.751728+00:00,포
20,2016-11-22 10:51:56.411024+00:00,사용중,2750,648500502,일반,신풍제약,1,로시덴겔 50g,1,로시덴겔(피로시캄) 50g,3RSDGELX,0,50g/개,0,2016-12-04 05:58:16.880586+00:00,TUBE
50,2016-11-22 10:51:56.400975+00:00,사용중,701,648500531,일반,신풍제약,1,로시덴주,1,로시덴주(피록시캄)(앰플),7RSD,0,50A,0,2016-12-04 05:58:16.846546+00:00,AMP
50,2016-11-22 10:51:56.634900+00:00,사용중,0,659900040,일반,(주)한국팜비오,1,로와치넥스캅셀,1,로와치넥스캅셀,TRWCN,0,50C,0,2016-12-04 05:58:16.877933+00:00,CAP
500,2016-11-22 10:51:56.235551+00:00,사용중,44,648500570,일반,신풍제약,1,로이솔정,1,로이솔정(염산암브록솔),TRIS,0,30mg/500T,0,2016-12-04 05:58:16.643095+00:00,TAB
10,2016-11-22 10:51:56.636016+00:00,사용중,0,655500030,백신,한국엠에스디(유),1,로타텍액,1,로타텍액,9RTT,0,10포,0,2016-12-04 05:58:16.115654+00:00,포
30,2016-11-22 10:51:56.245045+00:00,사용중,163,642900340,일반,일동제약,1,로테날정 50mg,1,로테날정50mg(아테놀올),TLOT,0,30T,0,2016-12-04 05:58:16.652738+00:00,TAB
200,2016-11-22 10:51:56.159327+00:00,사용중,25,649400510,일반,영일제약,1,로프민캡슐,1,로프민캡슐(염산로페라미드),CLPM,0,2mg/200C,0,2016-12-04 05:58:16.562105+00:00,CAP
300,2016-11-22 10:51:56.637274+00:00,사용중,216,645401150,일반,제일약품,1,로피드캡슐,1,제일로피드캡슐(겜피브로질),CLPD,0,300C,0,2016-12-04 05:58:16.588312+00:00,CAP
100,2016-11-22 10:51:56.638695+00:00,사용중,594,643500590,일반,한미약품,1,록세미신정,1,록세미신정(록시트로마이신),ROXM,0,100T,0,2016-12-04 05:58:16.034308+00:00,TAB
10,2016-11-22 10:51:56.640073+00:00,사용중,0,669905750,일반,대한뉴팜,1,루치온주 600mg,1,루치온주(글루타티온(환원형)),7LUTHI,0,10V,0,2016-12-04 05:58:16.243867+00:00,VIAL
28,2016-11-22 10:51:56.138285+00:00,사용중,772,640005980,일반,씨제이헬스케어,1,루케어정 10mg,1,루케어정10mg(몬테루카스트나트륨),TLUKA,0,28T,0,2016-12-04 05:58:16.512856+00:00,TAB
1,2016-11-22 10:51:56.642575+00:00,사용중,114390,640000211,항암제,씨제이헬스케어,1,루프린주 3.75mg,1,루프린주3.75mg(류프로렐린아세트산염),7RUFRINX,0,V,0,2016-12-04 05:58:17.142422+00:00,VIAL
10,2016-11-22 10:51:55.921678+00:00,사용중,35950,642501521,일반,동아에스티,1,류코스팀주 150㎍,1,류코스팀주사액150㎍,7LCSTX,0,10V,0,2016-12-04 05:58:16.245388+00:00,VIAL
1,2016-11-22 10:51:55.783190+00:00,사용중,17,642000221,일반,현대약품,1,리나치올시럽 5% 1000mL,1,리나치올시럽5%(L-카르보시스테인) (1000mL),RTSYX,0,1000ml,0,2016-12-04 05:58:15.936989+00:00,BTL
12,2016-11-22 10:51:56.645064+00:00,사용중,0,657400160,처치약품,퍼슨,1,리도카인 젤리,1,성광리도카인젤리(염산리도카인),,0,12개,0,2016-12-04 05:58:16.331799+00:00,TUBE
10,2016-11-22 10:51:56.471763+00:00,사용중,145,647800991,일반,삼진제약,1,리도카인염산염수화물 0.5%주,1,삼진리도카인염산염수화물0.5%주사,7LIDO3X,0,5ml/10A,0,2016-12-04 05:58:16.960558+00:00,AMP
10,2016-11-22 10:51:56.098609+00:00,사용중,507,645100751,일반,대한약품공업,1,리도카인염산염수화물 1%주,1,대한리도카인염산염수화물1%주,1LIDOX,0,20ml/10V,0,2016-12-04 05:58:16.448626+00:00,VIAL
10,2016-11-22 10:51:56.100189+00:00,사용중,519,645100761,일반,대한약품공업,1,리도카인염산염수화물 2%주,1,대한리도카인염산염수화물2%주,7LIDO2X,0,20ml/10V,0,2016-12-04 05:58:16.450090+00:00,VIAL
50,2016-11-22 10:51:55.780653+00:00,사용중,356,670603440,일반,휴온스,1,"리도카인염산염수화물-에피네프린주 1:100,000",1,"휴온스리도카인염산염수화물-에피네프린주(1:100,000)",A2950043,0,1.8 ml/50A,0,2016-12-04 05:58:15.934103+00:00,AMP
4,2016-11-22 10:51:56.333477+00:00,사용중,5068,643304760,일반,종근당,1,리드로퀸정 35mg,1,리드로퀸정35mg(리세드론산나트륨일수화물),TRID,0,4T,0,2016-12-04 05:58:16.761850+00:00,TAB
30,2016-11-22 10:51:56.221599+00:00,사용중,675,648900220,일반,한국화이자/제일약품,1,리리카캡슐 150mg,1,리리카캡슐150mg(프레가발린),CRI150,0,30C,0,2016-12-04 05:58:16.628513+00:00,CAP
30,2016-11-22 10:51:56.528883+00:00,사용중,529,648900240,일반,한국화이자/제일약품,1,리리카캡슐 75mg,1,리리카캡슐75mg(프레가발린),CRI75,0,75mg/30C,0,2016-12-04 05:58:17.027560+00:00,CAP
100,2016-11-22 10:51:55.755312+00:00,사용중,30,645000160,일반,한국로슈,1,리보트릴정,1,리보트릴정(클로나제팜),TRVTL,2,0.5mg/100T,0,2016-12-04 05:58:15.901906+00:00,TAB
100,2016-11-22 10:51:56.647151+00:00,사용중,324,645700350,일반,삼아제약,1,리스믹정,1,리스믹정(아메지늄메틸황산염),RSM,0,100T,0,2016-12-04 05:58:16.035793+00:00,TAB
200,2016-11-22 10:51:56.048926+00:00,사용중,297,651900380,일반,명인제약,1,리스펜정 1mg,1,리스펜정1mg(리스페리돈),TRSP1,0,200T,0,2016-12-04 05:58:16.414412+00:00,PEN
200,2016-11-22 10:51:56.050065+00:00,사용중,522,651900390,일반,명인제약,1,리스펜정 2mg,1,리스펜정2mg(리스페리돈),TRSP,0,200T,0,2016-12-04 05:58:16.415934+00:00,PEN
90,2016-11-22 10:51:56.308983+00:00,사용중,536,669501080,일반,씨티씨바이오,1,리콜린산제 400mg,1,리콜린산제400mg(콜린알포세레이트),CHALF,0,400mg/90P,0,2016-12-04 05:58:16.728848+00:00,포
28,2016-11-22 10:51:56.649851+00:00,사용중,919,650001850,일반,글락소스미스클라인,1,리큅피디정 2mg,1,리큅피디정2mg(로피니롤염산염),B-ROPI2,0,28T,0,2016-12-04 05:58:16.514332+00:00,TAB
28,2016-11-22 10:51:56.652228+00:00,사용중,1399,650001860,일반,글락소스미스클라인,1,리큅피디정 4mg,1,리큅피디정4mg(로피니롤염산염),B-ROPI4,0,28T,0,2016-12-04 05:58:16.515818+00:00,TAB
28,2016-11-22 10:51:56.653493+00:00,사용중,1989,650001870,일반,글락소스미스클라인,1,리큅피디정 8mg,1,리큅피디정8mg(로피니롤염산염),B-ROPI8,0,28T,0,2016-12-04 05:58:16.517366+00:00,TAB
10,2016-11-22 10:51:56.654780+00:00,사용중,720,645101341,일반,대한약품공업,1,리타인주 4%,1,리타인주4%(리도카인염산염수화물),7LRIX,0,10V,0,2016-12-04 05:58:16.246815+00:00,VIAL
100,2016-11-22 10:51:56.485303+00:00,사용중,188,642100410,일반,유한양행,1,리팜핀정 600mg,1,리팜핀정600mg(리팜피신),TRIFA,0,600mg/100T,0,2016-12-04 05:58:16.977064+00:00,TAB
500,2016-11-22 10:51:56.656561+00:00,사용중,68,642100420,일반,유한양행,1,리팜핀캅셀 150mg,1,리팜핀캅셀150mg(리팜피신),RFP1,0,500C,0,2016-12-04 05:58:16.767761+00:00,CAP
100,2016-11-22 10:51:56.200423+00:00,사용중,128,642100430,일반,유한양행,1,리팜핀캅셀 300mg,1,리팜핀캅셀300mg(리팜피신),RFP3,0,300mg/100C,0,2016-12-04 05:58:16.598503+00:00,CAP
30,2016-11-22 10:51:56.246473+00:00,사용중,1251,643300670,일반,종근당,1,리피로우정 40mg,1,리피로우정40mg,TLPL,0,30T,0,2016-12-04 05:58:16.654162+00:00,TAB
1,2016-11-22 10:51:56.306055+00:00,사용중,39501,652000921,인슐린주사,사노피-아벤티스코리아,1,릭수미아펜주10㎍,1,릭수미아펜주10㎍(릭시세나티드),LYXU10X,0,3ml/펜,0,2016-12-04 05:58:16.724753+00:00,PEN
1,2016-11-22 10:51:56.303323+00:00,사용중,42875,652000911,인슐린주사,사노피-아벤티스코리아,1,릭수미아펜주20㎍,1,릭수미아펜주20㎍(릭시세나티드),LYX20X,0,3ml/pen,0,2016-12-04 05:58:16.726097+00:00,PEN
28,2016-11-22 10:51:56.140375+00:00,사용중,2364,680900180,일반,한국다이이찌산쿄,1,릭시아나정 30mg,1,릭시아나정30mg(에독사반토실산염수화물),TLIXI,0,28T,0,2016-12-04 05:58:16.518845+00:00,TAB
28,2016-11-22 10:51:56.143377+00:00,사용중,2364,680900200,일반,한국다이이찌산쿄,1,릭시아나정 60mg,1,릭시아나정60mg(에독사반토실산염수화물),TLIXI6,0,28T,0,2016-12-04 05:58:16.520334+00:00,TAB
1,2016-11-22 10:51:56.657850+00:00,사용중,3120,643800283,일반,신신제약,1,린단로오숀 120g,1,신신린단로오숀 120g,3LINDX3,0,개,0,2016-12-04 05:58:17.051859+00:00,BTL
10,2016-11-22 10:51:56.486537+00:00,사용중,405,648501951,일반,신풍제약,1,린코마이신주,1,신풍린코마이신주사,7LINCOX,0,600mg/10V,0,2016-12-04 05:58:16.978480+00:00,AMP
1,2016-11-22 10:51:55.898948+00:00,사용중,0,653400540,일반,동국제약,1,마데카솔분말 10g,1,마데카솔분말(센델라아시아티카정량추출물),MDCPWD,0,10g,0,2016-12-04 05:58:16.168080+00:00,BTL
100,2016-11-22 10:51:55.844715+00:00,사용중,184,645000190,일반,한국로슈,1,마도파정 125mg,1,마도파정125mg,TMADO,0,100T,0,2016-12-04 05:58:16.037299+00:00,TAB
100,2016-11-22 10:51:56.660652+00:00,사용중,194,645000210,일반,한국로슈,1,마도파확산정125mg,1,마도파확산정125,TMDP,0,100T,0,2016-12-04 05:58:16.038849+00:00,TAB
200,2016-11-22 10:51:56.051254+00:00,사용중,330,670700270,일반,초당약품공업,1,마오비정,1,마오비정(셀레길린염산염),B-MAOB,0,200T,0,2016-12-04 05:58:16.417444+00:00,TAB
10,2016-11-22 10:51:56.662597+00:00,사용중,0,643601020,일반,녹십자,1,마이드린캅셀,1,마이드린캅셀,MDR,0,10C,0,2016-12-04 05:58:16.159757+00:00,CAP
100,2016-11-22 10:51:56.307169+00:00,사용중,94,642100440,일반,유한양행,1,마이암부톨제피정 400mg,1,마이암부톨제피정400mg(에탐부톨염산염),TMYAM40,0,400mg/100T,0,2016-12-04 05:58:16.727408+00:00,TAB
5,2016-11-22 10:51:56.330503+00:00,사용중,2693,650700221,일반,한국아스트라제네카,1,마케인헤비주 20mg,1,마케인헤비주사20mg(염산부피바카인),7MARX,0,4ml/5A,0,2016-12-04 05:58:16.758986+00:00,AMP
12,2016-11-22 10:51:55.980293+00:00,사용중,2869,650000330,일반,글락소스미스클라인,1,말라론정,1,말라론정,TMAR,0,12T,0,2016-12-04 05:58:16.340756+00:00,TAB
20,2016-11-22 10:51:56.664740+00:00,사용중,309,648500790,일반,신풍제약,1,말라프리정,1,말라프리정(프리마퀸포스페이트),TMALA,0,20T,0,2016-12-04 05:58:16.468500+00:00,TAB
2,2016-11-22 10:51:56.666036+00:00,사용중,312332,645000221,항암제,한국로슈,1,맙테라주 100mg/10mL,1,맙테라주(리툭시맙) 10mL,7MABTX,0,2V/BOX,0,2016-12-04 05:58:16.578112+00:00,VIAL
1,2016-11-22 10:51:56.667726+00:00,사용중,1298132,645000231,항암제,한국로슈,1,맙테라주 500mg/50mL,1,맙테라주(리툭시맙) (50mL),7MABT5X,0,V,0,2016-12-04 05:58:17.143885+00:00,VIAL
10,2016-11-22 10:51:55.923032+00:00,사용중,7882,641901191,일반,보령제약,1,맥스핌주 1g,1,보령맥스핌주1g(세페핌염산염수화물),7MXPX,0,10V,0,2016-12-04 05:58:16.248357+00:00,VIAL
1000,2016-11-22 10:51:56.455810+00:00,사용중,49,642701320,일반,동화약품,1,맥페란정,1,맥페란정(메토클로프라미드),TMXL,0,5mg/1000T,0,2016-12-04 05:58:16.942807+00:00,TAB
25,2016-11-22 10:51:56.668943+00:00,사용중,0,655604320,일반,한올바이오파마,1,멀티블루5주,1,멀티블루5주,7MULTI,0,25V,0,2016-12-04 05:58:16.501310+00:00,VIAL
4,2016-11-22 10:51:56.670241+00:00,사용중,11970,645101370,영양수액,대한약품공업,1,멀티플렉스페리주,1,멀티플렉스페리주,7MUL,0,4팩,0,2016-12-04 05:58:16.745965+00:00,BAG
300,2016-11-22 10:51:56.208113+00:00,사용중,70,643500850,일반,한미약품,1,메가폴민정,1,메가폴민정(메트포르민염산염),TMGF,0,300T,0,2016-12-04 05:58:16.607206+00:00,TAB
12,2016-11-22 10:51:55.977148+00:00,사용중,3700,643500888,일반,한미약품,1,메게롤현탁액 20mL (포),1,메게롤현탁액(메게스트롤아세테이트) 20mL(포),SMEGERX,0,12P,0,2016-12-04 05:58:16.337844+00:00,포
300,2016-11-22 10:51:56.190391+00:00,사용중,96,643500900,일반,한미약품,1,메디락디에스장용캅셀,1,메디락디에스장용캅셀,CMEDS,0,300C,0,2016-12-04 05:58:16.589643+00:00,CAP
1,2016-11-22 10:51:55.762147+00:00,사용중,276093,675500021,일반,메디톡스,1,메디톡신주200단위,1,메디톡신주200단위,7MDTX,0,1 바이알,0,2016-12-04 05:58:15.910883+00:00,VIAL
10,2016-11-22 10:51:55.924386+00:00,사용중,10324,642101461,일반,유한양행,1,메로펜주 0.5g,1,유한메로펜주사0.5g(메로페넴삼수화물),7MEROPX,0,10V,0,2016-12-04 05:58:16.249883+00:00,VIAL
100,2016-11-22 10:51:55.808803+00:00,사용중,574,641901220,일반,보령제약,1,메이액트정 100mg,1,보령메이액트정100mg(세프디토렌피복실),MEAT,0,100mg/100T,0,2016-12-04 05:58:15.986833+00:00,TAB
10,2016-11-22 10:51:56.549010+00:00,사용중,2933,652600741,일반,알보젠코리아,1,메치솔주 125mg,1,메치솔주125mg(메칠프레드니솔론나트륨호박산염),7MTS25X,0,10V,0,2016-12-04 05:58:16.251369+00:00,VIAL
50,2016-11-22 10:51:56.671337+00:00,사용중,300,645100551,일반,대한약품공업,1,메칠황산네오스티그민주사액,1,대한메칠황산네오스티그민주사액,7MTLX,0,50A,0,2016-12-04 05:58:16.848039+00:00,AMP
10,2016-11-22 10:51:55.926339+00:00,사용중,16136,643305891,일반,종근당,1,메카펨주 1 g,1,메카펨주1g,7MECAP1X,0,10V,0,2016-12-04 05:58:16.252877+00:00,VIAL
10,2016-11-22 10:51:56.672618+00:00,사용중,10739,643304921,일반,종근당,1,메카펨주 500mg,1,메카펨주500mg(메로페넴삼수화물),7MECAPX,0,10V,0,2016-12-04 05:58:16.254274+00:00,VIAL
300,2016-11-22 10:51:56.210333+00:00,사용중,118,642104630,일반,유한양행,1,메트포르민서방정 750mg,1,유한메트포르민서방정750mg(메트포르민염산염),B-MT750,0,300T,0,2016-12-04 05:58:16.608527+00:00,TAB
100,2016-11-22 10:51:56.457035+00:00,사용중,39,642200680,일반,부광약품,1,메티마졸정,1,부광메티마졸정,TMETFZ,0,5mg/100T,0,2016-12-04 05:58:16.944403+00:00,TAB
50,2016-11-22 10:51:56.168869+00:00,사용중,152,650500091,일반,제일제약,1,멕쿨주,1,멕쿨주(메토클로프라미드염산염),7MECX,0,2ml/50A,0,2016-12-04 05:58:16.570865+00:00,AMP
250,2016-11-22 10:51:56.121651+00:00,사용중,1300,645103821,수액,대한약품공업,1,멸균생리식염수250mL,1,대한멸균생리식염수250mL(백),NS250X,0,250ml/백,0,2016-12-04 05:58:16.486948+00:00,BAG
50,2016-11-22 10:51:56.402326+00:00,사용중,176,645100643,수액,대한약품공업,1,멸균증류수 20ml,1,대한멸균증류수(주사용수),AQU03X,0,50A,0,2016-12-04 05:58:16.849478+00:00,AMP
100,2016-11-22 10:51:55.800885+00:00,사용중,269,653500890,일반,삼일제약,1,모빅캡슐 7.5mg,1,모빅캡슐7.5mg(멜록시캄),TMOB,0,100C,0,2016-12-04 05:58:15.972731+00:00,CAP
10,2016-11-22 10:51:55.928251+00:00,사용중,1654,651901101,일반,명인제약,1,모틴주,1,모틴주,7MOTX,0,10V,0,2016-12-04 05:58:16.255916+00:00,VIAL
300,2016-11-22 10:51:56.192696+00:00,사용중,64,643501030,일반,한미약품,1,목틴캅셀,1,목틴캅셀(아세틸시스테인),TMOC,0,300C,0,2016-12-04 05:58:16.591128+00:00,CAP
300,2016-11-22 10:51:56.211892+00:00,사용중,70,643501070,일반,한미약품,1,뮤코라제정,1,뮤코라제정(스트렙토키나제.스트렙토도르나제분말),TMUCOL,0,300T,0,2016-12-04 05:58:16.609832+00:00,TAB
1,2016-11-22 10:51:55.784501+00:00,사용중,10,642201225,일반,부광약품,1,뮤코론시럽 1000mL,1,소아용뮤코론시럽(L-카르보시스테인) (1000mL),SMCRX,0,1000ml,0,2016-12-04 05:58:15.938363+00:00,BTL
10,2016-11-22 10:51:55.929655+00:00,사용중,1884,641901241,일반,보령제약,1,뮤코미스트액,1,보령뮤코미스트액(아세틸시스테인),3MUCOX,0,10V,0,2016-12-04 05:58:16.257404+00:00,VIAL
10,2016-11-22 10:51:55.883311+00:00,사용중,586,651600261,일반,한화제약,1,뮤테란주,1,뮤테란주사 3mL,7MTRX,0,10A,0,2016-12-04 05:58:16.129825+00:00,AMP
30,2016-11-22 10:51:56.222968+00:00,사용중,178,644700590,일반,에스케이케미칼,1,미노씬캡슐 50mg,1,미노씬캡슐50mg(미노사이클린염산염),MNC5,0,30C,0,2016-12-04 05:58:16.629902+00:00,CAP
1,2016-11-22 10:51:56.468008+00:00,사용중,40187,652500081,일반,한국페링제약,1,미니린나잘스프레이,1,미니린나잘스프레이(데스모프레신아세트산염),MINIX,0,5ml,0,2016-12-04 05:58:16.954627+00:00,BTL
1,2016-11-22 10:51:56.026126+00:00,사용중,162903,641100600,일반,바이엘코리아,1,미레나 20㎍,1,미레나20㎍/일,3MNIUD,0,1set,0,2016-12-04 05:58:16.391670+00:00,KIT
1,2016-11-22 10:51:55.751831+00:00,사용중,120784,645000821,일반,한국로슈,1,미쎄라프리필드주 120μg/0.3mL,1,미쎄라프리필드주120μg/0.3mL,3MCR12X,0,0.3ml/관,0,2016-12-04 05:58:15.897601+00:00,SYR
1,2016-11-22 10:51:56.673851+00:00,사용중,136050,645000761,일반,한국로슈,1,미쎄라프리필드주 150μg/0.3mL,1,미쎄라프리필드주150μg/0.3mL,3MCR15X,0,S,0,2016-12-04 05:58:17.118891+00:00,SYR
10,2016-11-22 10:51:55.884661+00:00,사용중,700,670605401,일반,휴온스,1,미졸람주 1mg/ml,1,미졸람주1mg/ml(미다졸람),7MZL1X,2,10A,0,2016-12-04 05:58:16.131270+00:00,AMP
