price,standard_unit,account_id,firm,purchase_standard,edi,invest_class,narcotic_class,base_amount,name,by_id,create_date,code,pkg_amount,status,name_as,modify_date,etc_class 
309,TAB,1,신풍제약,20T,648500790,,0,0,말라프리정(프리마퀸포스페이트),1,2016-11-22 10:51:56.664740+00:00,TMALA,20,사용중,말라프리정,2016-12-06 06:21:18.123136+00:00,일반
312332,VIAL,1,한국로슈,2V/BOX,645000221,냉장,0,0,맙테라주(리툭시맙) 10mL,1,2016-11-22 10:51:56.666036+00:00,7MABTX,2,사용중,맙테라주 100mg/10mL,2016-12-06 06:21:18.125136+00:00,항암제
1298132,VIAL,1,한국로슈,V,645000231,냉장,0,0,맙테라주(리툭시맙) (50mL),1,2016-11-22 10:51:56.667726+00:00,7MABT5X,1,사용중,맙테라주 500mg/50mL,2016-12-06 06:21:18.129137+00:00,항암제
7882,VIAL,1,보령제약,10V,641901191,주사,0,0,보령맥스핌주1g(세페핌염산염수화물),1,2016-11-22 10:51:55.923032+00:00,7MXPX,10,사용중,맥스핌주 1g,2016-12-06 06:21:18.132137+00:00,일반
49,TAB,1,동화약품,5mg/1000T,642701320,경구,0,0,맥페란정(메토클로프라미드),1,2016-11-22 10:51:56.455810+00:00,TMXL,1000,사용중,맥페란정,2016-12-06 06:21:18.134137+00:00,일반
22000,VIAL,1,한올바이오파마,25V,655604320,주사,0,0,멀티블루5주,1,2016-11-22 10:51:56.668943+00:00,7MULTI,25,사용중,멀티블루5주,2016-12-06 06:21:18.137137+00:00,일반
11970,BAG,1,대한약품공업,4팩,645101370,주사,0,0,멀티플렉스페리주,1,2016-11-22 10:51:56.670241+00:00,7MUL,4,사용중,멀티플렉스페리주,2016-12-06 06:21:18.139137+00:00,영양수액
70,TAB,1,한미약품,300T,643500850,경구,0,0,메가폴민정(메트포르민염산염),1,2016-11-22 10:51:56.208113+00:00,TMGF,300,사용중,메가폴민정,2016-12-06 06:21:18.142137+00:00,일반
3700,포,1,한미약품,12P,643500888,경구,0,0,메게롤현탁액(메게스트롤아세테이트) 20mL(포),1,2016-11-22 10:51:55.977148+00:00,SMEGERX,12,사용중,메게롤현탁액 20mL (포),2016-12-06 06:21:18.145138+00:00,일반
96,CAP,1,한미약품,300C,643500900,경구,0,0,메디락디에스장용캅셀,1,2016-11-22 10:51:56.190391+00:00,CMEDS,300,사용중,메디락디에스장용캅셀,2016-12-06 06:21:18.147138+00:00,일반
276093,VIAL,1,메디톡스,1 바이알,675500021,냉장,0,0,메디톡신주200단위,1,2016-11-22 10:51:55.762147+00:00,7MDTX,1,사용중,메디톡신주200단위,2016-12-06 06:21:18.150138+00:00,일반
10324,VIAL,1,유한양행,10V,642101461,주사,0,0,유한메로펜주사0.5g(메로페넴삼수화물),1,2016-11-22 10:51:55.924386+00:00,7MEROPX,10,사용중,메로펜주 0.5g,2016-12-06 06:21:18.152138+00:00,일반
574,TAB,1,보령제약,100mg/100T,641901220,경구,0,0,보령메이액트정100mg(세프디토렌피복실),1,2016-11-22 10:51:55.808803+00:00,MEAT,100,사용중,메이액트정 100mg,2016-12-06 06:21:18.155138+00:00,일반
2933,VIAL,1,알보젠코리아,10V,652600741,주사,0,0,메치솔주125mg(메칠프레드니솔론나트륨호박산염),1,2016-11-22 10:51:56.549010+00:00,7MTS25X,10,사용중,메치솔주 125mg,2016-12-06 06:21:18.158138+00:00,일반
300,AMP,1,대한약품공업,50A,645100551,주사,0,0,대한메칠황산네오스티그민주사액,1,2016-11-22 10:51:56.671337+00:00,7MTLX,50,사용중,메칠황산네오스티그민주사액,2016-12-06 06:21:18.160138+00:00,일반
16136,VIAL,1,종근당,10V,643305891,주사,0,0,메카펨주1g,1,2016-11-22 10:51:55.926339+00:00,7MECAP1X,10,사용중,메카펨주 1 g,2016-12-06 06:21:18.163139+00:00,일반
10739,VIAL,1,종근당,10V,643304921,주사,0,0,메카펨주500mg(메로페넴삼수화물),1,2016-11-22 10:51:56.672618+00:00,7MECAPX,10,사용중,메카펨주 500mg,2016-12-06 06:21:18.165139+00:00,일반
118,TAB,1,유한양행,300T,642104630,경구,0,0,유한메트포르민서방정750mg(메트포르민염산염),1,2016-11-22 10:51:56.210333+00:00,B-MT750,300,사용중,메트포르민서방정 750mg,2016-12-06 06:21:18.168139+00:00,일반
39,TAB,1,부광약품,5mg/100T,642200680,경구,0,0,부광메티마졸정,1,2016-11-22 10:51:56.457035+00:00,TMETFZ,100,사용중,메티마졸정,2016-12-06 06:21:18.170139+00:00,일반
152,AMP,1,제일제약,2ml/50A,650500091,주사,0,0,멕쿨주(메토클로프라미드염산염),1,2016-11-22 10:51:56.168869+00:00,7MECX,50,사용중,멕쿨주,2016-12-06 06:21:18.173139+00:00,일반
0,VIAL,1,한국노바티스(주),5V,650003080,,0,0,멘비오주,3,2017-01-25 02:13:11.681451+00:00,None,5,사용중,멘비오주,2017-01-25 02:13:11.681451+00:00,일반
1300,BAG,1,대한약품공업,250ml/백,645103821,주사,0,0,대한멸균생리식염수250mL(백),1,2016-11-22 10:51:56.121651+00:00,NS250X,250,사용중,멸균생리식염수250mL,2016-12-06 06:21:18.175139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
176,AMP,1,대한약품공업,50A,645100643,주사,0,0,대한멸균증류수(주사용수),1,2016-11-22 10:51:56.402326+00:00,AQU03X,50,사용중,멸균증류수 20ml,2016-12-06 06:21:18.178139+00:00,수액
8184,포,1,(주)한국팜비오,자사포장 단위,659900061,경구,0,0,모누롤산 8g(포),3,2017-01-04 11:59:59.028728+00:00,None,1,사용중,모누롤산 8g(포),2017-01-25 02:54:05.625809+00:00,일반
269,CAP,1,한국베링거인겔하임,100C,653500890,경구,0,0,모빅캡슐7.5mg(멜록시캄),1,2016-11-22 10:51:55.800885+00:00,TMOB,100,사용중,모빅캡슐 7.5mg,2016-12-20 07:10:06.844459+00:00,일반
1654,VIAL,1,명인제약,10V,651901101,주사,0,0,모틴주,1,2016-11-22 10:51:55.928251+00:00,7MOTX,10,사용중,모틴주,2016-12-06 06:21:18.183140+00:00,일반
64,CAP,1,한미약품,300C,643501030,경구,0,0,목틴캅셀(아세틸시스테인),1,2016-11-22 10:51:56.192696+00:00,TMOC,300,사용중,목틴캅셀,2016-12-06 06:21:18.185140+00:00,일반
11629,VIAL,1,한국희귀의약품센터,1V,664000371,주사,0,0,몰다민주,3,2017-04-18 06:55:55.205459+00:00,None,1,사용중,몰다민주,2017-04-18 06:55:55.205459+00:00,일반
70,TAB,1,한미약품,300T,643501070,경구,0,0,뮤코라제정(스트렙토키나제.스트렙토도르나제분말),1,2016-11-22 10:51:56.211892+00:00,TMUCOL,300,사용중,뮤코라제정,2016-12-06 06:21:18.188140+00:00,일반
10,BTL,1,부광약품,1000ml,642201225,경구,0,0,소아용뮤코론시럽(L-카르보시스테인) (1000mL),1,2016-11-22 10:51:55.784501+00:00,SMCRX,1,사용중,뮤코론시럽 1000mL,2016-12-06 06:21:18.190140+00:00,일반
1884,VIAL,1,보령제약,10V,641901241,외용,0,0,보령뮤코미스트액(아세틸시스테인),1,2016-11-22 10:51:55.929655+00:00,3MUCOX,10,사용중,뮤코미스트액,2016-12-06 06:21:18.193140+00:00,일반
586,AMP,1,한화제약,10A,651600261,주사,0,0,뮤테란주사 3mL,1,2016-11-22 10:51:55.883311+00:00,7MTRX,10,사용중,뮤테란주,2016-12-06 06:21:18.195140+00:00,일반
178,CAP,1,에스케이케미칼,30C,644700590,경구,0,0,미노씬캡슐50mg(미노사이클린염산염),1,2016-11-22 10:51:56.222968+00:00,MNC5,30,사용중,미노씬캡슐 50mg,2016-12-06 06:21:18.198141+00:00,일반
40187,BTL,1,한국페링제약,5ml,652500081,외용,0,0,미니린나잘스프레이(데스모프레신아세트산염),1,2016-11-22 10:51:56.468008+00:00,MINIX,1,사용중,미니린나잘스프레이,2016-12-06 06:21:18.200141+00:00,일반
964,AMP,1,명문제약(주),5A/1CASE,649801721,주사,2,0,미다컴주15mg(미다졸람),1,2017-01-13 01:06:08.404060+00:00,None,5,사용중,미다컴주15mg(미다졸람),2017-01-13 01:06:08.404060+00:00,향정
162903,KIT,1,바이엘코리아,1set,641100600,외용,0,0,미레나20㎍/일,1,2016-11-22 10:51:56.026126+00:00,3MNIUD,1,사용중,미레나 20㎍,2016-12-06 06:21:18.203141+00:00,일반
162903,KIT,1,바이엘코리아,1set,641100600,외용,0,0,미레나20㎍/일,1,2016-11-22 10:51:56.026126+00:00,3MNIUD,1,사용중,미레나 20㎍,2016-12-06 06:21:18.203141+00:00,일반
120784,SYR,1,한국로슈,0.3ml/관,645000821,냉장,0,0,미쎄라프리필드주120μg/0.3mL,1,2016-11-22 10:51:55.751831+00:00,3MCR12X,1,사용중,미쎄라프리필드주 120μg/0.3mL,2016-12-06 06:21:18.206141+00:00,일반
136050,SYR,1,한국로슈,S,645000761,냉장,0,0,미쎄라프리필드주150μg/0.3mL,1,2016-11-22 10:51:56.673851+00:00,3MCR15X,1,사용중,미쎄라프리필드주 150μg/0.3mL,2016-12-06 06:21:18.208141+00:00,일반
700,AMP,1,휴온스,10A,670605401,주사,2,0,미졸람주1mg/ml(미다졸람),1,2016-11-22 10:51:55.884661+00:00,7MZL1X,10,사용중,미졸람주 1mg/ml,2017-02-22 07:17:16.467761+00:00,향정
700,AMP,1,휴온스,10A,670605401,주사,2,0,미졸람주1mg/ml(미다졸람),1,2016-11-22 10:51:55.884661+00:00,7MZL1X,10,사용중,미졸람주 1mg/ml,2017-02-22 07:17:16.467761+00:00,향정
700,AMP,1,휴온스,10A,670605401,주사,2,0,미졸람주1mg/ml(미다졸람),1,2016-11-22 10:51:55.884661+00:00,7MZL1X,10,사용중,미졸람주 1mg/ml,2017-02-22 07:17:16.467761+00:00,향정
104,BTL,1,씨제이헬스케어,통,640000471,경구,0,0,바난건조시럽50mg(역가)/5mL (200mL),1,2016-11-22 10:51:56.675654+00:00,SBNDX,1,사용중,바난건조시럽 2g/200mL,2016-12-06 06:21:18.213141+00:00,일반
103,TAB,1,삼진제약,500T,647800630,경구,0,0,바메딘정(레바미피드),1,2016-11-22 10:51:56.376170+00:00,TBMD,500,사용중,바메딘정,2016-12-06 06:21:18.216142+00:00,일반
1870,AMP,1,한림제약,10A,645302371,냉장,0,0,한림바소프레신주사액,1,2016-11-22 10:51:56.677418+00:00,7VPRSX,10,사용중,바소프레신주,2016-12-06 06:21:18.218142+00:00,일반
112,TAB,1,한국세르비에,60T,676300010,경구,0,0,바스티난엠알서방정(트리메타지딘염산염),1,2016-11-22 10:51:56.499865+00:00,VSTM,60,사용중,바스티난엠알서방정,2016-12-06 06:21:18.221142+00:00,일반
775,TAB,1,한미약품,100T,643501110,경구,0,0,바이버정(아시클로버),1,2016-11-22 10:51:55.845772+00:00,TVIV,100,사용중,바이버정,2016-12-06 06:21:18.223142+00:00,일반
1195,TUBE,1,한미약품,5g,643501121,외용,0,0,바이버크림(아시클로버) 5g,1,2016-11-22 10:51:56.452337+00:00,3VIVRX,1,사용중,바이버크림 5g,2016-12-06 06:21:18.225142+00:00,일반
188,TAB,1,한국화이자,100T,648900330,경구,0,0,바이브라마이신-엔정100mg(독시사이클린일수화물),1,2016-11-22 10:51:56.679150+00:00,TVIBN,100,사용중,바이브라마이신-엔정 100mg,2016-12-06 06:21:18.229142+00:00,일반
90720,PEN,1,한국아스트라제네카,5S,650700871,주사,0,0,바이에타펜주5㎍(엑세나타이드),1,2016-11-22 10:51:56.680448+00:00,TBYET5X,5,사용중,바이에타펜주 5㎍,2016-12-06 06:21:18.232143+00:00,일반
122,PEN,1,한독,300T,652104900,경구,0,0,한독바클로펜정10mg,1,2016-11-22 10:51:56.213474+00:00,A0230327,300,사용중,바클로펜정 10mg,2016-12-06 06:21:18.234143+00:00,일반
0,SYR,1,(주)한독,"0.25㎖ 프리필드시린지(3세 미만의 소아용) X 1개, 10개",665900100,,0,0,박씨그리프주22.5μg/0.25ml,3,2017-01-11 07:15:39.838915+00:00,None,10,사용중,박씨그리프주22.5μg/0.25ml,2017-01-11 07:15:39.838915+00:00,일반
20900,SYR,1,에스케이케미칼,10S,655501730,,0,0,박타프리필드시린지0.5ml(A형간염백신),1,2016-11-22 10:51:56.681761+00:00,,10,사용중,박타프리필드시린지 0.5ml,2016-12-06 06:21:18.237143+00:00,백신
42000,SYR,1,에스케이케미칼,10S,655501740,,0,0,박타프리필드시린지1ml(A형간염백신),1,2016-11-22 10:51:56.683052+00:00,9VAQTA,10,사용중,박타프리필드시린지 1ml,2017-03-31 08:29:17.737815+00:00,백신
1440,TUBE,1,한올바이오파마,개,655600751,,0,0,박트로반연고(무피로신) 10g,1,2016-11-22 10:51:56.684227+00:00,3BACX,1,사용중,박트로반연고 10g,2016-12-06 06:21:18.242143+00:00,일반
9333,VIAL,1,씨제이헬스케어,10V,640002271,주사,0,0,씨제이반코마이신염산염주500mg,1,2016-11-22 10:51:56.686748+00:00,7VANC1X,10,사용중,반코마이신염산염주 500mg,2016-12-06 06:21:18.244143+00:00,일반
15393,TAB,1,한국메나리니,1 병,674900041,,0,0,반코신시피1g정주(반코마이신염산염),1,2016-11-22 10:51:55.763431+00:00,7VANCP,1,사용중,반코신 시피 정주 1g,2016-12-06 06:21:18.247143+00:00,일반
10077,VIAL,1,한국메나리니,V,674900051,주사,0,0,반코신시피500mg정주(반코마이신염산염),1,2016-11-22 10:51:56.688366+00:00,7VANCP5,1,사용중,반코신 시피 정주 500mg,2016-12-06 06:21:18.249143+00:00,일반
3780,CAP,1,한국유나이티드제약,30C,644301290,경구,0,0,반코진캡슐250mg(반코마이신염산염),1,2016-11-22 10:51:56.225663+00:00,VAN25,30,사용중,반코진캡슐 250mg,2016-12-06 06:21:18.252144+00:00,일반
16190,KIT,1,대웅제약,1 키트,672900060,,0,0,반코키트주(반코마이신염산염),1,2016-11-22 10:51:55.774981+00:00,7VANCOK,10,사용중,반코키트주,2016-12-06 06:21:18.254144+00:00,일반
1128,TAB,1,중외제약,28T,644913590,경구,0,0,발사포스정10/160mg,1,2016-11-22 10:51:56.689745+00:00,TVALSA10,28,사용중,발사포스정 10/160mg,2016-12-06 06:21:18.256144+00:00,일반
988,TAB,1,중외제약,28T,644913600,경구,0,0,발사포스정5/160mg,1,2016-11-22 10:51:56.690957+00:00,TVSFC5,28,사용중,발사포스정 5/160mg,2016-12-06 06:21:18.259144+00:00,일반
805,TAB,1,중외제약,28T,644913610,경구,0,0,발사포스정5/80mg,1,2016-11-22 10:51:56.692720+00:00,TVSFC,28,사용중,발사포스정 5/80mg,2016-12-06 06:21:18.262144+00:00,일반
1382,TAB,1,글락소스미스클라인,42T,650000400,경구,0,0,발트렉스정500mg(발라시클로비르염산염),1,2016-11-22 10:51:55.964328+00:00,TVAL500,42,사용중,발트렉스정 500mg,2016-12-06 06:21:18.264144+00:00,일반
7000,EA,1,성광,450g,7,,0,0,백색 바셀린,2,2017-03-06 23:56:55.081880+00:00,None,1,사용중,백색 바셀린,2017-03-06 23:56:55.081880+00:00,일반
5747,AMP,1,중외제약,5A,644901001,주사,0,0,베노훼럼주(수산화제이철수크로오스복염),1,2016-11-22 10:51:56.694764+00:00,7VF2,5,사용중,베노훼럼주,2016-12-06 06:21:18.267145+00:00,일반
5747,AMP,1,중외제약,5A,644901001,주사,0,0,베노훼럼주(수산화제이철수크로오스복염),1,2016-11-22 10:51:56.694764+00:00,7VF2,5,사용중,베노훼럼주,2016-12-06 06:21:18.267145+00:00,일반
229,TAB,1,광동제약,90T,641801640,경구,0,0,베니톨정(미세정제플라보노이드분획물),1,2016-11-22 10:51:56.541825+00:00,TVNT5,90,사용중,베니톨정,2016-12-06 06:21:18.269145+00:00,일반
330,TAB,1,제일약품,100T,645400360,경구,0,0,베라실정,2,2017-03-22 05:31:32.110120+00:00,None,100,사용중,베라실정,2017-03-22 05:31:32.110120+00:00,일반
6800,BTL,1,퍼슨,50ml,657400120,외용,0,0,베라카인스프레이(리도카인),1,2016-11-22 10:51:56.418436+00:00,8BERA,1,사용중,베라카인스프레이,2016-12-06 06:21:18.272145+00:00,일반
960,TUBE,1,태극제약,10g/개,644800931,외용,0,0,베로아크림 10g,1,2016-11-22 10:51:55.901181+00:00,3VLRX,1,사용중,베로아크림 10g,2016-12-06 06:21:18.274145+00:00,일반
135,TAB,1,동아제약,500T,642502020,경구,0,0,베스자임정,1,2016-11-22 10:51:56.377202+00:00,TBEZM,500,사용중,베스자임정,2016-12-06 06:21:18.277145+00:00,일반
997,TAB,1,한국아스텔라스제약,100T,677200080,경구,0,0,베시케어정10mg(솔리페나신숙신산염),1,2016-11-22 10:51:56.696593+00:00,TBESI10,100,사용중,베시케어정 10mg,2016-12-06 06:21:18.279145+00:00,일반
997,TAB,1,한국아스텔라스제약,100T,677200070,경구,0,0,베시케어정5mg(솔리페나신숙신산염),1,2016-11-22 10:51:55.846800+00:00,TBESI5,100,사용중,베시케어정 5mg,2016-12-06 06:21:18.282145+00:00,일반
1440,TUBE,1,한올바이,10g/TUBE,668401982,외용,0,0,베아로반연고(무피로신) 10g,1,2016-11-22 10:51:55.899993+00:00,OBEAR,1,사용중,베아로반연고 10g,2017-01-09 01:26:33.936564+00:00,일반
64800,EA,1,한올바이,450 g/통,668401983,외용,0,0,베아로반연고(무피로신) (450g),1,2016-11-22 10:51:56.317944+00:00,OBEAR450,1,사용중,베아로반연고 450g,2017-01-09 01:26:58.809987+00:00,일반
108,TAB,1,씨제이헬스케어,90T,640000520,경구,0,0,베이슨정0.2mg(보글리보스),1,2016-11-22 10:51:56.698753+00:00,TBS2,90,사용중,베이슨정 0.2mg,2017-01-09 01:26:16.839586+00:00,일반
134,TAB,1,씨제이헬스케어,90T,640000530,경구,0,0,베이슨정0.3mg(보글리보스),1,2016-11-22 10:51:56.700151+00:00,TVES03,90,사용중,베이슨정 0.3mg,2017-01-09 01:26:06.407990+00:00,일반
960,AMP,1,이연제약,10A,658600441,주사,0,0,베카론주(브롬화베쿠로니움),1,2016-11-22 10:51:56.701710+00:00,7VCAX,10,사용중,베카론주 4mg,2016-12-06 06:21:18.295146+00:00,일반
861,TAB,1,한국아스텔라스제약(주),90T,677200240,경구,0,0,베타미가 서방정 50mg,3,2017-01-16 07:18:47.583108+00:00,None,90,사용중,베타미가 서방정 50mg,2017-01-25 01:07:23.505629+00:00,일반
31,TAB,1,명인제약,1mg/2000T,651900600,경구,0,0,명인벤즈트로핀메실레이트정1mg,1,2016-11-22 10:51:56.014358+00:00,TBENZ,2000,사용중,벤즈트로핀메실레이트정1mg,2016-12-06 06:21:18.298146+00:00,일반
176,AMP,1,글락소스미스클라인,20A,650000452,외용,0,0,벤토린네뷸2.5mg(살부타몰황산염),1,2016-11-22 10:51:56.068995+00:00,7VENX,20,사용중,벤토린네뷸 2.5mg,2016-12-06 06:21:18.300146+00:00,일반
2914,BTL,1,글락소스미스클라인,200회/1통,650000471,외용,0,0,벤토린에보할러(살부타몰황산염),1,2016-11-22 10:51:56.067639+00:00,3VTEX,1,사용중,벤토린에보할러,2016-12-06 06:21:18.302147+00:00,일반
2260,BTL,1,글락소스미스클라인,병,650000491,외용,0,0,벤토린흡입액(살부타몰황산염) 20mL,1,2016-11-22 10:51:56.090786+00:00,3VTIHAX,1,사용중,벤토린흡입액 20mL,2017-01-12 05:47:50.132302+00:00,일반
2260,BTL,1,글락소스미스클라인,병,650000491,외용,0,0,벤토린흡입액(살부타몰황산염) 20mL,1,2016-11-22 10:51:56.090786+00:00,3VTIHAX,1,사용중,벤토린흡입액 20mL,2017-01-12 05:47:50.132302+00:00,일반
19,TAB,1,일양약품,50mg/500T,641700560,경구,0,0,보나링에이정(디멘히드리네이트),1,2016-11-22 10:51:56.416044+00:00,TBNL,500,사용중,보나링에이정,2016-12-06 06:21:18.308147+00:00,일반
4150,BTL,1,제일약품,50ml,645400392,외용,0,0,보스민액(염산에피네프린액) 50mL,1,2016-11-22 10:51:56.419597+00:00,3BMSLX,1,사용중,보스민액 50mL,2016-12-06 06:21:18.310147+00:00,일반
207192,VIAL,1,한국엘러간,1 바이알,679400031,냉장,0,0,보톡스주100unit,1,2016-11-22 10:51:55.764625+00:00,7BTX1X,1,사용중,보톡스주 100unit,2016-12-06 06:21:18.312147+00:00,일반
207192,VIAL,1,한국엘러간,1 바이알,679400031,냉장,0,0,보톡스주100unit,1,2016-11-22 10:51:55.764625+00:00,7BTX1X,1,사용중,보톡스주 100unit,2016-12-06 06:21:18.312147+00:00,일반
41000,VIAL,1,휴젤파마,V,694100010,냉장,0,0,보툴렉스주 100단위,2,2016-11-22 10:51:56.702922+00:00,7BOTUL,1,사용중,보툴렉스주 100단위,2017-02-22 07:36:51.044913+00:00,일반
969,AMP,1,한림제약,10A,645300751,주사,0,0,보트로파제주사,1,2016-11-22 10:51:55.885823+00:00,7BTRPX,10,사용중,보트로파제주,2016-12-06 06:21:18.317147+00:00,일반
54246,SYR,1,한국로슈,3ml/관,645000321,주사,0,0,본비바주(이반드론산나트륨),1,2016-11-22 10:51:56.304673+00:00,7BVVAX,1,사용중,본비바주,2016-12-06 06:21:18.320148+00:00,일반
54246,SYR,1,한국로슈,3ml/관,645000321,주사,0,0,본비바주(이반드론산나트륨),1,2016-11-22 10:51:56.304673+00:00,7BVVAX,1,사용중,본비바주,2016-12-06 06:21:18.320148+00:00,일반
3628,AMP,1,유유제약,10A,644500401,주사,0,0,본키주1㎍(칼시트리올),1,2016-11-22 10:51:55.886966+00:00,7BONKX,10,사용중,본키주 1㎍,2016-12-06 06:21:18.323148+00:00,일반
26068,BAG,1,X프레지니우스카비코리아,500 ml/백,650901710,주사,0,0,볼루라이트주6% 500mL(백),1,2016-11-22 10:51:56.339617+00:00,7VLL,20,사용중,볼루라이트주 500mL,2016-12-20 07:11:07.432925+00:00,일반
24700,SYR,1,(주)글락소스미스클라인,0.5ml X 10관,650001960,냉장,0,0,부스트릭스프리필드시린지(성인용),3,2017-02-08 00:24:02.254519+00:00,None,10,사용중,부스트릭스프리필드시린지(성인용),2017-02-08 00:24:02.255519+00:00,백신
145,TAB,1,명인제약,5mg/100T,651900710,경구,0,0,명인염산부스피론정5mg,1,2016-11-22 10:51:56.458805+00:00,BSPR,100,사용중,부스피론정 5mg,2016-12-06 06:21:18.329148+00:00,일반
1850,AMP,1,하나제약,20mg/50A,657802671,주사,0,0,하나염산부피바카인헤비주사0.5%,1,2016-11-22 10:51:56.072486+00:00,7BUPHX,50,사용중,부피바카인헤비주 0.5%,2016-12-06 06:21:18.331148+00:00,일반
4941,VIAL,1,제일약품,V,645401191,주사,0,0,제일브레비블록주100mg(염산에스몰롤),1,2016-11-22 10:51:56.550295+00:00,7BV100X,1,사용중,브레비블록주 100mg,2016-12-06 06:21:18.334148+00:00,일반
33,TAB,1,명인제약,500T,651900640,경구,2,0,명인브로마제팜정3mg,1,2016-11-22 10:51:56.378321+00:00,TBRMZ,500,사용중,브로마제팜정 3mg,2017-04-27 20:08:11.123157+00:00,향정
0,VIAL,1,한국엠에스디(유),10V,655501750,주사,0,0,브리디온주2ml(슈가마덱스나트륨),1,2016-11-22 10:51:56.704147+00:00,7BRID,10,사용중,브리디온주 2ml,2016-12-06 06:21:18.339149+00:00,일반
1198,TAB,1,한국아스트라제네카,56T,650700790,경구,0,0,브릴린타정90mg(티카그렐러),1,2016-11-22 10:51:56.430122+00:00,BRI90,56,사용중,브릴린타정 90mg,2016-12-06 06:21:18.341149+00:00,일반
20496,PEN,1,한국화이자,14T,648900350,경구,0,0,브이펜드정200mg(보리코나졸),1,2016-11-22 10:51:56.705504+00:00,TVFE,14,사용중,브이펜드정 200mg,2016-12-06 06:21:18.344149+00:00,일반
96984,VIAL,1,한국화이자,V,648900371,주사,0,0,브이펜드주사200mg(보리코나졸)(주사용),1,2016-11-22 10:51:56.706841+00:00,7VEFX,1,사용중,브이펜드주 200mg,2016-12-06 06:21:18.346149+00:00,일반
4910,TAB,1,길리어드,30T,625900040,경구,0,0,비리어드정(테노포비르디소프록실푸마르산염),1,2016-11-22 10:51:56.247643+00:00,TVI,30,사용중,비리어드정,2016-12-20 07:12:09.863496+00:00,일반
3031,AMP,2,비씨월드제약,10mg/1ml * 10AMP,653101951,주사,1,0,비씨모르핀황산염수화물주사 10mg/1mL,1,2016-11-22 10:51:56.708627+00:00,7MORX,25,사용중,비씨모르핀황산염수화물주사 10mg/1mL,2016-12-15 02:55:52.805880+00:00,마약
6315,AMP,2,비씨월드제약,30mg/2ml * 10AMP,653102591,주사,1,0,비씨모르핀황산염수화물주사 30mg/2mL,1,2016-11-22 10:51:56.710240+00:00,7MOR15X,25,사용중,비씨모르핀황산염수화물주사 30mg/2mL,2016-12-15 02:55:52.811880+00:00,마약
2021,AMP,2,비씨월드제약,5mg/5ml * 10AMP,653100841,주사,1,0,비씨모르핀황산염수화물주사 5mg/5mL,1,2016-11-22 10:51:56.712100+00:00,7MORPX,10,사용중,비씨모르핀황산염수화물주사 5mg/5mL,2016-12-15 02:55:52.814881+00:00,마약
213,포,1,건일제약,200포,646802471,경구,0,0,비오플250산,1,2016-11-22 10:51:56.066351+00:00,GBIOX,200,사용중,비오플250산,2016-12-06 06:21:18.360150+00:00,일반
581,TAB,1,제일약품,20mg/30T,645400480,경구,0,0,비유피-4정20mg(프로피베린염산염),1,2016-11-22 10:51:56.071283+00:00,TBUP4,30,사용중,비유피-4정 20mg,2016-12-06 06:21:18.362150+00:00,일반
50700,BTL,1,태준제약,10병/1BOX,650100473,,0,0,비지센스주 270/100ml,2,2016-12-01 06:00:02.255606+00:00,,10,사용중,비지센스주 270/100ml,2016-12-06 06:21:18.365150+00:00,조영제
57000,BTL,1,태준제약,10병/1BOX,650100482,,0,0,비지센스주 320/100ml,2,2016-12-01 06:00:11.925159+00:00,,10,사용중,비지센스주 320/100ml,2016-12-06 06:21:18.367150+00:00,조영제
0,AMP,1,라이트팜텍,10A,670606710,주사,0,0,비타디본주(콜레칼시페롤),1,2016-11-22 10:51:56.713568+00:00,7VITDB,10,사용중,비타디본주,2016-12-06 06:21:18.369150+00:00,일반
236,AMP,1,대한약품공업,50A,645101681,주사,0,0,비타민케이1주사액(피토나디온주사액),1,2016-11-22 10:51:56.403466+00:00,7K1AX,50,사용중,비타민케이1주사액,2016-12-06 06:21:18.372151+00:00,일반
